,uuid,source_id,document_id,genre,subgenre,feast_day,feast_time,initial_text,initial_folio,initial_line,ending_folio,ending_line,bibliographical_reference,cm_volume,editorial_comment,melody_number,melodyname_standardized,melodyname_diplomatic,editor,related_chant,liturgical_play_id,completeness,layer_of_addendum,condition_of_transmission,iiif_urls,volpiano
2180,f10c1f80-5e27-4cb3-a7cf-c1025b1a73d7,Pa 1235,Pa 1235-191-4,Sanctus,untropiert,Stephanus,Messe,Sanctus … dominus deus,191,4,191,6,,,,,,,atkinson.5@osu.edu,,,Ohne Notation,,,,------------------------------
2181,7d365b16-2fd9-4eb3-bbd0-59072aa49d22,Pa 1235,Pa 1235-198v-11-b,Spiele-Passus,,Epiphania,Matutin,Quae regem regum,198v,11,198v,12,,CM V-2,,,,,elaine.stratton_hild@uni-wuerzburg.de,,Pa 1235-198v-11S,,,,,dh---h--gf--gh--h--kj--gf--g--h--
2182,bf48e680-faf4-4735-9419-23cd36250df2,Pa 1235,Pa 1235-214v-11,Kyrie,untropiert,Inventio crucis,Messe,Kyrie eleyson,214v,11,214v,11,,,,Melnicki 144,,,atkinson.5@osu.edu,,,,,,,efg--fe--dc--d--e--e--g--gfe--d--e--e--g--gh--hgfe--d--e--e--
2183,074d7061-8116-497d-aa18-6e3a6b157d4f,Pa 1235,Pa 1235-233v-5,Sequenz,Textiert,Dionysius,Messe,Alludat letus ordo,233v,5,234,10,"AH 7, 176",CM III,,,Iusti epulentur,,sandaanna@gmail.com,,,,,,,-d--f--f--e--f--gf--e--d--f--e--d--f--g---h--j--g--hg--fe--fgf--g--d--e--f---g--f--e--f--g--g--f--e--d--e--d--c--d--d--d--e--f--g--f--e--f--g--g---f--e--d--e--d--c--d--d--h--h--h--g--f--e--g--g--hg--f--e--d--d--c---f--g--h--fd--e--d--e--d--c--d--d--h--h--h--g--f--e--g--g--hg--f--e--d--d--c---f--g--h--f--e--d--e--d--c--d--d--c--d--f--f--e--f--g--f--e--d--e--f--g--f---e--d--e--d--c--d--d--c--d--f--f--e--f--g--f--e--d--e--f--g--f---e--d--e--d--c--d--d--c--f--f--e--d--c--f--f--f--g--gf--f--f--d--f---g--h--g--f--e--d--e--f--e--d--d--e--d--c--d--d--c--f--f--e--d--c--f--f--f---g--gf--f--f--d--f--g--h--g--f--e--d--e--f--e--d--e--d--c--d--d--h--h---h--g--f--h--h--hgf--g--fe--d--c--e--g--f--e--f--d--e--d--c--d--d--h--h--h--g--f---h--h--hgf--g--fe--d--c--e--g--f--e--f--d--e--d--c--d--d--d--f--d--c--d--f--f---e--f--g--f--e--d--e--f--e--d--f--g--h--f--g--h--f--e--d--e--f--d--e--d--c--d--d---d--f--d--c--d--f--f--e--f--g--e--f--d--f--e--d--c--f--g--h--f--g--hg--f--e--d---e--f--d--e--d--c--d--d--dh--h--g--f--g--gf--e--d--e--f--g--hg--f--g--g--h--hg--f--g--g--h---h--g--fe--d--e--d--c--d--d--dh--h--g--f--g--g--f--d--e--f--g--h--f--g--h--h--hg---f--g--g--h--h--g--f--d--f--e--c--d--d--g--f--d--d--c--f--f--f--d--f--f---f--g--gf--f--f--d--f--g--h--g--f--d--e--e--d--c--d--d--g--f--d--d--c--f--f--f--d--f---f--f--g--g--f--f--d--f--g--h--g--fe--d--e--f--d--c--d--d--g--f--d--c--f--f--f--g--f---g--f--d--c--f--f--f--g--h--g--f--g--efe--d--
2184,669ab0ef-44ec-44a5-b475-0618f86c65a9,Pa 1235,Pa 1235-202-1,Gloria,tropiert,Purificatio Mariae,Messe,Prudentia prudentium,202,1,202v,5,"CT XII, 58, Versio I",,,Bosse 56,,,atkinson.5@osu.edu,,,,,,,cdf--f--f--e--f--g--e--gfe--e--g--gh--hj--h--h--gf--gh--gf--e--f--d--c--dfd---e--e--f--f--fe--de--dc--d--e--g--gh--ggf--e--fddc--dfd--e--e--dc--d--de--e--egh---gfe--e--eg--fed--d--fe--d--c--dfd--ef-fe--e--eedfe--dc--c--dfd--e--f--d--d--c--de--e--a9--c--de--ed--c---d--e--gh--ggf--e--fe--dc--a9--c--dfd--e--g--h--hg-hj--gf--e--e--f--e--de--e--e--d--c--e---gh--h--g--h--gf--g--gh--gfe--e--e--fg--fe--d--c--gh--fe--de--e--g--g--gh--hgf--g--gf-ghgf-gfe---e--g--hj--h--gf--g--gfe--e--f--e--fg--gfd--d--df-ghgf--gf--de--e--e--e--e--f--d--c--df--e--c--df---f--ef--gf--gh--gf--e--e--f--d--c--df--ef--g--f--g--f--gfd--d--df-ghgf--g--gf--e--de--e---f--d--c--df--ef--g--f--g--fe--d--gfd--d--df-ghgf-gfe--e--e--f--e--d--e--d--c--d--d--e---c--e--g--g--h--g--h--g--g--f--e--f--g--f--e--d--e--d--c--d--d--e--f---d--c--df--ef--g--gh--hj--h--hgf--g--gh--hgf-ghgf-gfe--e--f--df--f--f--f--d--f--ef--g--gf---gh--gf--e--e--f--e--f--d--ed--c--d--c--d--e--g--h--j--h--g--h--f--g---g--e--f--e--d--c--d--e--f--d--e--f--df--f--f--f--d--f--e--g--h--k---kj--h--j--g--e--f--e--d--e--e--d--h--g--j--g--h--hh--d--f--h--g--f--g--gf--e---c--df--f--e--f--g--gf--gh--gf--e--e--e--g--g--h--g--h--g--g--f--e--e--f--g--d---d--c--d--f--d--e--g--gh--h--h--h--g--f--gh--h----f--fe--df--f--f--d---f--f--f--f--d--f--f--e--f--f--f--d--f--f--e--f--e--f--d--ed--c--d---c--d--e--g--h--j--h--g--h--f--g--gf--e--f--ed--d--c--d--e--f--d--e---gfd--d--df-ghgf-gfe--e--g--gfd--d--df-gh--gfg--e--c--df--f--f--f--ed--edc-de--d--ege-ghgf-gfe--e--
2185,5e9d68a0-4c34-421a-8cbe-08800f586ddf,Pa 1235,Pa 1235-8-2,Sequenz,Textiert,Beata Maria virgo,Messe,Ave maris stella mellis*,8,2,8,2,"AH 9, 88",CM III,,,–,,sandaanna@gmail.com,,,Nur Incipit mit Notation,Nachtrag,,,d--hhj--k--jhhg--h--h--k--j--h--g--ffed--e--e--g--h--
2186,770c4925-00fe-4e30-923e-9fb89914028d,Pa 1235,Pa 1235-183v-10-b,Sanctus,untropiert,Nativitas domini,2. Messe,Sanctus … dominus deus,183v,10,183v,10,,,,Thannabaur 223,,,atkinson.5@osu.edu,,,Nur Incipit mit Notation,,,,cd--d--defe--d--
2187,0f569a6c-1546-48d2-9e62-ba318bc4fbeb,Pa 1235,Pa 1235-206-12,Kyrie,untropiert,,Messe,Kyrie eleyson,206,12,206v,1,,,,Melnicki 124,,,atkinson.5@osu.edu,,,,,,,ffe--de--edc-df-fd-df-fedcd--c--e--e---ghj--h-ghh-hjhge-fed-fhgfe-dec--d--e--e--g--hk--kh-klkjg-hgf-hk-kjhg--f--g--g--g--hk--kh-klkjg---hgf-hk-kjhg--f--g--g--g--hk--kh-klkjg-hgf-hk-kjhg-fgg-gh-kkh-klkjg-hgf-hk-kjhg-fgg-gf-ghgfe-dec---
2188,4510bd38-5a58-4d14-a39f-3d2dbbd84d99,Pa 1235,Pa 1235-211v-10-b,Kyrie,untropiert,Feria III post Pascha,Messe,Kyrie eleyson,211v,10,211v,10,,,,Melnicki 155,,,atkinson.5@osu.edu,,,Nur Incipit mit Notation,,,,hj--h--hghgf--g--g--h--df--fg--gf--g--g--h--
2189,9e7ccc37-f868-499b-8452-421de3251dfc,Pa 1235,Pa 1235-230v-7,Tropus,Introitus-Tropus,Assumptio Mariae,Messe,Vocibus altisonis,230v,7,231,11,Gaud 87 A 88 B 89 C 90 D 91 E F A G 23 A 24 B 35 C 25 D 26 E 27 F 28 G 29a H 92 A 36 B 72 D 39 E 48 F G (CT IX),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-36-6-,,,,,,df-fe--dc--c--cd--fg--fe--de--dg--gh--gf-edc--gf-ghg--fe--cd--df-fd--d---edc--d--df--efgf--ef--d--f--ghg--fe--cd--df-fe--dc--dfe--d--dc-de--c--d---dhj--h--h--hg--fg---gh-hg--g--hghgf--g--gh--h--h--fg--g--gff--fg--ghgg--f---hg-hj--h--fh--h--ghgf--g--ghg--fg-gf--f---f--g--ghkh--ghg--hk--kkj--h--hg--hj--h---gh-jkj-jh--h--hg--hg--fg--gh-hg--g--fg--fg--f--f--f--g-----fgj--j--gf--g--gh--h--h--g--hg--fg--ghgf--gf--f--g--ghkhhg--hg--f--gh--h--h---c--d---dhj--h--f--gh--h--c--cd--d--dc--d--ef--d--d--e--ed--cd--ddc--efee---d--d--ed--c--eg--gfe--fed--e--ce--d--e--d--cde--c--d---dhj--h--hg--hg--fg--gh-hg--g--g--h---jkj--h--gh--h--hgf--g--gh--h--h--fg--g--gff--g--gh--gf---ghj--g--g--h--ghj--h--gg--f--gh--h---f--g--ghkh--ghg--df---gf--gj--j--j--jjh--g--gh--gg--f--f--gh--hg--ghjh--gf--gh--h--fg--fg--f----j--g--f--gh--h--h--ghj--hg--g--ggf--dc--f--ghg--fg--g--f--f--g--ghkhg--hg--f--gh--hg--fg---g--gf--f--f--gh--h--d--fg--g--gf--g--gh--h--g--fe--g--fe--d--cd--d--f--gh--h--h--h--h--g---gf--g--gh--hgf--gf--f--hg--h--g--fe--fg--fe--d--d--f--gh--h--h--h--hg--hg--fg--gg--f--f--gh--h--d---dc--f--gh--hg--f--fe--de--d--c--f--fg-gd--d--f--gh--h--h--h--h--h--h--h--h--hk---dh--h--g--g--gh--hgf--g--fe--d--c--de--ed--fe--d--cd--d--f--gh--hgf--g--gh--h--hk--jjh--gh---hgf--g--fe--d--de--c--d---dhj--h--dhj--hg--gh--gf--gh--h--hjk--jh--h--h--hhg--gf--g--gh--h---h--fg--hgf--g--gh--h--j--kj--h---jh--h--hjhghg--g--gf--g--gh--hjh--h--h--fg--fg--f--f--gh---h--gf--gh--h--h--h--klkh--h--h--hg--gf--g--gh--h--f--g--ghkhg--hg--d--dh--hhg--ghg--g---h--hg--gf--g--gh--hgf--gf--f--gh--hjhg--hg--f--ghg--ffe--d--fg--ghg--fe--fgf--ded--d--f--gh--h--h--f--gh--h--
2190,41e7a27d-69ca-4e25-a56c-bbe8bc03e151,Pa 1235,Pa 1235-204-13,Sequenz,Textiert,Annuntiatio Mariae,Messe,Aurea virga primae,204,13,205,8,"AH 7, 107",CM III,,,Hodie Maria virgo,,sandaanna@gmail.com,,,,,,,-g--h--g--k--h--g--j--j--h--k--g--e--f---e--d--h--k--g--h--f--g--g--h--g--k--h--g--j--j--h--k--g--e--f--e--d--h--k--g---h--f--g--g--g--e--g--e--f--e--d--c--g--g--h--g--h--j--h--g--f--g--g--g--g---f--g--e--f--e--d--c--g--g--h--g--h--j--h--g--f--g--g--g--l--l--k--j--k--l--l---m--l--k--l--l--h--k--k--j--h--k--j--g--h--f--g--k--l--k--j--g--h--g--f---g--g--g--l--l--k--j--k--l--l--m--l--k--l--l--h--j--k--j--h--k--j--g--h--f--h---k--l--k--jh--g--h--g--f--g--g--l--m--n--m--l--m--n--o--n--m--l--l--k--j--k--l--l---m--l--k--l--l--l--m--n--m--l--m--n--o--n--m--l--l--k--j--k--l--l--m--l--k--l--l--l---l--l--l--k--j--h--k--l--l--n--m--l--k--n--m--n--o--n--m--l--n--m---l--l--k--m--n--o--n--m--l--k--j--k--l--l--l--l--l--l--k--j--h--k---l--l--n--m--l--k--n--m--n--o--n--m--l--n--m--l--l--k--m--n--o--n--m---l--k--j--k--l--l--l--m--n--on--m--n--m--l--m--m--k--l--lno--n--m--l--n---m--l--l--k--m--n--o--n--m--l--k--j--k--l--l--l--m--n--o--m--n--m--l--m--m---k--l--lno--n--m--l--n--m---l--l--k--l--n--o--n--m--l--k--j--k--l--l--l---m--k--h--k--j--h--g--l--m--k--h--k--j--g--f--f--h--k--k--j--h--g--h--j---h--g--l--m--k--h--k--j--h--g--l--m--k--h--k--j--g--f--f--h--k--k--k---j--g--h--j--h--g--l--m--n--o--m--n--l--m--l--m--l--k--l--k--j--h--k--l--l--h--k---k--j--h--k--j--h--g--h--j--h--g--l--m--n--o--m--n--l--m--l--m--l--k--l---k--j--h--k--l--l--h--j--k--j--h--k--j--h--g--h--j--h--g--g--l--j--k--l---j--h--l--j--k--l--kj--g--h--g--f--h--k--k--j--h--g--h--j--h--g--l---j--k--l--j--h--l--j--k--l--kj--gh--g--f--h--k--k--j--h--g--h--j--h--g--l---j--k--l--j--h--l--j--k--l--h--g--f--h--hklk--g--
2191,e07d5b33-61dd-4882-a2c0-352263d1fc2d,Pa 1235,Pa 1235-218v-4,Agnus,tropiert,Ascensio domini,Messe,Lux lucis,218v,4,218v,7,"CT IV, 34",,,Schildbach 209,,,atkinson.5@osu.edu,,,,,,,d--fe--dce--e--e--g--h--j--g--f--gf--e--fe--de--e--e--gh--hgf--d--e--g---hj--hg--f--gf--e--e--g--h--d--dc-efd--d--d--fe--dce--e--e--g--h--j--g--f--gf--e---edc--d--dfd--e--e--gf--d--f--gh--g--f--gf--e--e--g--h--d--dc-efd--d--d--fe---dce--e--e--g--h--c--dfd--e--e--f--gf--d--e--e--f--gh--g--f--gf--e--e--g--h--d--dc-efd--d--
2192,b1d3ec4c-f38a-4646-a917-3c8ffc363428,Pa 1235,Pa 1235-242-8,Kyrie,untropiert,Andreas,Messe,Kyrie eleyson,242,8,242,9,,,,Melnicki 124,,,atkinson.5@osu.edu,,,,,,,ffe--de--edc-df-fd-df-fedcd--c--e--e--ghj--h-ghh-hjhge-fed-fhgfe-dec--d--e--e--g--hk--kkh---klkjg-hgf-hk-kjhg--f--g--g--g--hk--kkh-klkjg-hgf-hk-kjhg-fgg-gf-ghgfe-dec--d--e--e--
2193,8605c94c-1e4a-4bf8-a507-97f80c4a41cf,Pa 1235,Pa 1235-97v-3,Antiphon,Introitus,Petrus et Paulus,Messe,Nunc scio vere,97v,3,97v,5,AMS 122,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,ff-fdgfe--g--h--hjkjk--kj--k--k--klkk--h---hk--g-fgh--h--hkg-gef--fe--f--f--efg--g--hjh--g--gh--h--f--fgh-jgh--egfg--fe--f--ff-fdg--gh--f--g---h--g--hkk--hjg--g--ghgf-gfef--ed--fhg--ge--fgfg--fe--g--hk--k--k--k--kkj--hg--h--j--gh--
2194,01d01739-4091-4c27-9874-d1b1c30edc01,Pa 1235,Pa 1235-206-6,Kyrie,untropiert,,Messe,Kyrie eleyson,206,6,206,10,,,,Melnicki 55,,,atkinson.5@osu.edu,,,,,,,ghj--h--hj-kj-jg-hgfe-fede-ghjhgf---gg--f--e--ghj--h--hj--kj-jhjhg-hj-ghj-kj-jh-jhg-gg--h--j--ghj--h--hj-kj-jg-hgfe-fede-ghjhgf--gg--f--e---klk--jhk-hkjgfh-gk-kjhgh--ef--g--g--ghe--fgg-ghe-fgg-dg-gfed--ef--g--g--klk--jhk---hkjgfh-gk-kjhgh--ef--g--g--gj-kl--j--lk--j-hkjhjg-jj--h--h--ll-lm--l--lk--j-hkjg-hf-hjk---j--g--gj-kl--j--lk--j-hkjhjg-jjh-hj-kl-lj-lkj-hkjhjg-jjh-lk-lmlkj-hkjghf-hjk--j--g--
2195,46592f3e-b9ad-40e2-ae04-02b16a3d715d,Pa 1235,Pa 1235-233v-4,Gloria,untropiert,Dionysius,Messe,Gloria in excelsis,233v,4,233v,4,,,,,,,atkinson.5@osu.edu,,,Nur Incipit ohne Notation,,,,----
2196,66ea259a-63c2-428c-816b-e61a1328d9b7,Pa 1235,Pa 1235-186v-9,Tropus,Offertorium-Tropus,Nativitas domini,3. Messe,Qui es sine,186v,9,187,5,Nat III off 17 A 32 C 33 E 2 A 27 B 28 D 6 E 34 F (CT I),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-18-13-,,Teilweise ohne Notation,,,,f--efdf--f--e--fg--g--fg--g--g--gfd--d--f--gh--gf--dc--de--e--ghj--h---gfd--e--f--dfd--f--efgfe-fed--fd-efe--h--h--gf--g--f--fe--de--dc--de--e--ed--fe--d--d---fg--gfh--gf--dc--de--fgf--e--dec--dfe--f--efgfg--d--d-ffgd--g--g--g--hj--h--gh--h--gf--g---h--gf--g--h--gf--efed--f--e--d--e--f--g--g--f--gh--g--gfd--c--d--f--f--fe--d--f--hhf--g---d--ef--gh--g--ghjge-fed-ed--f--f--f--fg--g--g--g--g--g--g--gh--h--g--f--g--gh--h--h--d--df-gh-hg--f--dfd---f--efgfe-fed--fd-efe--f--ed--e--d--c--d--de--c--e--g--g--gh--g--gfe--e--f--fe--d--de--dc---d--de--e--dfh--g--fgf-fe--fgf-fe--fff--dec--e--g--gh--hj--h--g--hjh--gf--e--fe--fg--f--fe--d--dfe--dc--d--def---hg--hghgf-fghgh--f--fff--fdf--f--fff-hgfd-gfed--ed--d---d--ef--gh--g--ghjge-fed-ed--ff-fdgfe--gfhg-gf-ghg--egff--fe----------------
2197,58cfd70d-ed8e-4c3d-aecb-c42a466f2e5c,Pa 1235,Pa 1235-92-4,Antiphon,Introitus,Trinitas,Messe,Benedicta sit sancta,92,4,92,6,AMS 172bis,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,hf--g--hkjk--hf--g--ghkjh--k---kkk--hg--ghk--khjg--g--g--hfh--kk--h--hfh--hjhgh--hg--g--ghkj--k--jl-mk-kh--kj--kjkh--h--j--k--l--k---jhk--hjhgh--hg--g--ghj--j--jh--hjge--egh--hjhgh--hg--g--h--gk--k--k--g--hg--gk---k--kkj--gh--kj--h--g--
2198,c937e149-815d-4e95-9b19-a354565b76cd,Pa 1235,Pa 1235-210v-10,Tropus,Communio-Tropus,Pascha,Messe,Laus honor … regi nostro,210v,10,211,3,Resurr com 10 A 11 B 12 C (CT III),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-76v-2-,,,,,,e--gh--hg---j--h--g--f--gh--df-fe--c--d--d--dg--g--g--ghg--f--e--d--ced-fhged--d--d--dh--h--h---h--h--hg--fg--g--gfed--f--fhgh--f--edf-fd--e--f--gh---h--h--g--k--h--f--e----gh--hj-jh--h--dc--f--g--h--g--f--g--f--fe--fg--fe--d--f--fefdf--fd--f--fhg--f---f--ff-fdc-dff-hghf--f--f--ghgh--gh--fgf--f--f--fd-fefd--ded--c--h--h--h--hg--gf---gjg--gf--f--e--d---g--h--l--k--kj--kl--l--gh--hgf--gh--h--dc--fg--g--gf--f--gh--h--g--fe--g--fe--d--df--dc---fghghgf--gh--h--fg---gjhg--hg-gfg--gf--
2199,22ffb90a-2ab8-4ce6-96e1-65ba953130d0,Pa 1235,Pa 1235-228v-12,Tropus,Introitus-Tropus,Petrus et Paulus,Messe,Petrus apostolico,228v,12,229,7,Nunc scio vere intr 44 A 45 B 46 D F A G 25 A 14 B 15 C 16 D 17 E F (CT X),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-97v-3-,,,,,,efed--d--fe--fg--fe--de--e--ce--ghjg--h---hj--gf--g--ghg--fe--de--ed--c--eg--gh--gfe--g--hjg--h--g--e--gfed--efe--d--ff-fdgfe---g--h--hjkjk--kj--k--k--klkk--h--h--g--f--ghg--fe--de--e--efed--de--ghj--hg--g--f--gg--e--f---f--efg--g--hjhhg--g--g--g--h--kj--h--g--hjh--hj--hh--g--g--g--f--gh--gg--e--f--ff-fdg--gh--f--g--hk--k--k--k--k--k--ff-fdgfe--g--h--g--hk--k---k--kkk--hg--h--j--gh---dh--h--g--f--ed--efe--d--d--h--hk-kj--h--g--ghge--e--ff-fdgfe--g--h--hjkjk--kj--f--efg---g--hk-kj--hj--hg--ghgf--f--efd-dcg--fe--de--e--f--f--efg--g--hjhhg--g--dh--hg--hgf--gh--h--hk-kj---hg--hj--hg--gh--gf--df--egfe--e--gh--h--f--eg-hj--h--jkl--l--k--kj--hj--j--kj--hg--gh--gf--df--egfe--e---f--ff-fdg--ghg--f--hkjh-jh--gh--h--kj--kl--lk-kj--hg--hjg--ghgf-gfef--ed--df-hg--ge--fgfg--fe--g--hk--k--k--k---
2200,f3f5b6a0-e1a3-4760-8c28-71347e63e068,Pa 1235,Pa 1235-196-4,Sequenz,Textiert,Silvester,Messe,Candida contio melos,196,4,196,13,"AH 53, 244",CM III,,,Romana,,sandaanna@gmail.com,,,,,,,-f--g---hj--h--g--h--g--f--h--h--g--f--g---hj--h--g--h--g--f--h--h--g--f--e---d--f--g--h--h--f--h---j--h--g--h--g--f--h--h--g--f--e--d--f--f--g--h--h--f---h---j--h--g--h--g--f--h--h--g--f--f--g--h--g--h--j---k--k--j--h--j---h--g--h--f--h--h--g--f--f--f--g--h--g--h--j--k--k--j--h---j--h--g--h--f---h--h--g--g--f--g---j--g--h--j--k--hg---j--g--h--f--g--h--j--k--h--g---f--g--g--g--f--g---j--g--h--j--k--hg---j--g--h--f--g--h--j--k--h--g--f--g--g---g--f--g--h--g--h--j---k--k--j--kl--k--h--j--h--gf--f--g--h---j--h--g--g--f---g--h--g--h--j--k--k--j--kl--k--h---j--h--hg--f--g--h---j--h--g--g--f---g--h--g--h--j---k--k--j--l--k---j--h--hg--f--h--h--g--g--f--g--h--g---h--j---k--k---j--h--j--h--g--hg--f--h--h--g--gh--f--h--jkh---j--h--g--
2201,82ba1ce2-b105-4b91-b7dd-c44ba7e5d4ce,Pa 1235,Pa 1235-211v-6,Tropus,Introitus-Tropus,Feria III post Pascha,Messe,Sanctorum populum,211v,6,211v,10,Fer III intr 1 A 2 B 3 C D E (CT III),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-77v-5-,,,,,,gl--l--lno--n--nm--kl-lg--hk-lkhg--fg--g--lk-kj--hgf--h--hjh--g--g--lkl--nonmk--mnl---lkj-kl--l--lkj-klkj--hg--f--hk--kj-klk--hg--hjh--g--g--gl--l--lml--klk--k--kml--l-----------------h--kj--kl--l--lkl--klkh--h--gkj--kl--l--l--l----l--lnm--l--k---kk-kj--hg--
2202,3aace01e-7b80-44f0-a082-0eb2cc532355,Pa 1235,Pa 1235-89v-9,Antiphon,Introitus,Pentecoste,Messe,Spiritus domini,89v,9,89v,11,AMS 106,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,d--fhg--gh--h--ghgfg--gf--fh--hk-kl--k--lm--k--kkk--h--hkk--h--hfhg---ghg--g--fh--hkk--g--ghkjk--hjhgh--hg--ghk--k--k--k--k--lk--kkk-hjh--kl--k--kkk--h--hg--fgh--hghg--f---fhk--k--kjkhk--jkh-hg--gh--hfhg--ghg--g--g--hg--gk--g--hg--gk---k--kkj--gh--kj--h--g--
2203,3b6db48f-dfe6-4dde-964b-56f860424605,Pa 1235,Pa 1235-187v-5,Tropus,Introitus-Tropus,Stephanus,Messe,Cui astat,187v,5,188,9,Steph intr 33 A 38 A 39 B 40 C 27 D 49 E 50 F [mel 2] 46 A 47 C 48 D 51 A 25 B 26 C 41 D (CT I),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-19-4-,,,,,,eed--cd--d--de-fg--f--fe--de--e--e--c--cd--de--d--dedd--c--c---cd--d--h--hg--fe--dc--d--dc--efd--ed--c--cd--d--fe--de--dd--c--efg-gf--ed--efe--dcd--d--hg-hjhgh--fe--dc---df--f--fe--de--ddc--efg-gf--ed--efe--d--cd--d--dh--h--g--f--gh--h--g--h--g--gfede--de--c--e--ghj--h---h--g--f--g--h--hg-fed--efd--ed---df--fd--e--ed--cd--d--e--gh--h---gj---jh--g--f--gh--g--fghg--f--gf--g--gh--ddc--cd--efg--f--fe--c--efe--d--d--ff--dc--fdf--gfg--hgh--h---f--gf--ed--f--f--edf-fe--c--df--efe-edf--efg-gf--ed--efe--d--d--fe--fg--ghg--d--dfffe---d---dh--h--g--h---g--e--f--ec--df-fe--c--e--ghge--f--e--d--d--d--d--dfe--fg--g--ghg---h--g--f--gh-hg--g--fh---h--ghgf--h--hk-kjgf-hhg--g--f--f--hg--g---gjhg--g--h--gh--g--gf--fh--hghgfed--d--efed--dc--c---dfg-fghgf--fedc--efe--ed--d--f--gh--h--h--h---h--gh--g--g--gf--fh--h--h--h---ghfedc--efed--d--d--f--gh--h---h--hkh--g--f--ff-fe--d--hgf-gf-gh-hkjg-jkh-kjgh-fed--h--gf--ghg--fe--de---eg-hj--h--h--h--gf--gh--h--h--hj--hhg--fe--f--gh--hhgf--ed--fgf--ef--d--ff--dc--fdf--gfg--hgh--h---f--edf-fd--d--dc--fh--g--fe--d--fe--dc--fe--d--dg-hg--fe--ddc--e--fe--d--cd--d--d--d--dfe---fg--df--gf--gh--h--hj--h--g--hgf--f---gjh--g--h--kl--k--j--klk---jh--g--fh--h-gh--f--f---h--g---defe--d--d--e--d--c--defed--ed--fe--f--g--ef--ed--f--gh----hj--h--hg--ghg--f--f--ghg--f--g--fe--c--efe--d--d--ff--dc--fdf--gfg--hgh--h--dc--d--fe---f-efd--ecd--dc--d--fe-fgfed--f--f---fh-jhgh--efg--g--ghg--fe--cd--d--d--fe--fg--ghg--d---dh--hjhg--hgfe--gh--h--f--hjhg--efd--d---c--df--fgf-edc--efe--d--d--d--dfe--fg--g--ghg--fgf--hg--g--hk-kh--h--hk--kjg--g--hkh---jh--gh--h---fgh--g--fgf--ghg--f--efe--d--d--f--f--
2204,c7769150-0878-4474-a361-7b1dcfd9a505,Pa 1235,Pa 1235-8v-1,Sequenz,Textiert,Beata Maria virgo,Messe,Ave virgo virginum*,8v,1,8v,1,"AH 54, 285",CM III,,,–,,sandaanna@gmail.com,,,Nur Incipit mit Notation,Nachtrag,,,-k--kj--l--ml--k--kj--k--k--lm--o--o--n--nml--mml--
2205,034dca2a-2944-454e-8c56-edf231bfbbc5,Pa 1235,Pa 1235-198v-4,Spiele-Passus,,Octava nativitatis,Messe,O vos scribae,198v,4,198v,5,,CM V-2,,,,,elaine.stratton_hild@uni-wuerzburg.de,,Pa 1235-198-11S,,,,,e-def--e--cd--d--dc--f--gh--hg--fg--g--fe--d--d--c--f--g--gf--gh--h---hgh--fd--f--g--ed--fe--cd--d--d--
2206,b022e12a-66af-426a-baa1-8d18c0cc6260,Pa 1235,Pa 1235-203v-12,Tropus,Offertorium-Tropus,Purificatio Mariae,Messe,Salve sancta dei,203v,12,204,1,Diff 3 A 4 B C (CT IX),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pa 1235-33v-13-,,,,,,h--g--h--g--f--g--g--g--ggh--hk-kj--h--g--f--hj--gh--fg--g--ghfg--df--fgh-hgh-hgh--fhg--g---g--g--h--k--hg--hj--j--hk--kl--k--jh-jkl--g--gh--hgg--f--hgg--f--f--hgg--f--fg--h--g--h--hk-kk--k----
2207,c21c3bc5-1925-44e0-b701-4ba00b8a6862,Pa 1235,Pa 1235-89-7,Kyrie,untropiert,Pentecoste,Vigil,Kyrie eleyson,89,7,89,7,,,,Melnicki 155,,,atkinson.5@osu.edu,,,Nur Incipit mit Notation,,,,hj--h--hghgf--g--g--h--
